text	label
Mereka juga sudah berani mencabar institusi negara, serta ingin mengubah perlembagaan negara	negative
Ini tidak masuk akal, dengan pemilik berbeza, sistem berbeza dan tentunya tiada integrasi	negative
Tetapi wujud pula parti kecik yang mahu bertanding di Kelantan, sedangkan parti tersebut tidak punyai ramai ahli	negative
Justeru janganlah mendengar fitnah, janganlah percaya kepada tohmahan dan jangan terperdaya dengan hasutan yang pastinya akan dihambur dan bergentaya­ngan sepanjang kempen bermula pada malam ini	positive
Ini bermakna, 1MDB tidak mempunyai penyata kewangan beraudit yang sempurna selama enam tahun lalu	negative
Apa yang tersebar di media sosial ini seharusnya disiasat pihak berkaitan seperti Suruhanjaya Komunikasi dan Multimedia (MCMC) supaya ianya tidak menjadi satu perkara yang boleh menyebabkan provokasi kepada rakyat lebih-lebih lagi menjelangnya PRU14	positive
tidak mampu bersatu dan cenderung berselisih pandangan dengan mereka yang menyertai pakatan itu.	negative
Walaupun jumlah warga asing melakukan kesalahan ini rendah, tetapi kita tidak berkompromi dengan kes seperti ini	positive
Jelas pembangkang buat tuduhan untuk mengelirukan rakyat dan pengundi	positive
Kerajaan buat apa sahaja bagi menunaikan tanggungjawab kepada rakyat	positive
Alhamdulillah rezeki Ya Allah. Amin https://t.co/XAzzX31MoE	positive
Sukarelawan yang berada paling dekat dalam lingkungan lima kilometer dari kawasan terbabit akan datang ke lokasi untuk memberikan bantuan	positive
Malah, saya difahamkan oleh ahli PPBM yang pergi ke pejabat ROS untuk bertanya hal ini bahawa mereka dimaklumkan ada dokumen berkaitan PPBM hilang	negative
mempunyai banyak helah dalam poketnya. Kita hanya menunggu dan lihat apa yang ingin dilakukannya	negative
Kalau kita berpakat dengan Umno, mungkin kalah Harapan.	positive
Jika suami meninggal dunia : isteri akan dapat pampasan. Jika suami hilang upaya kekal : isteri akan dapat pa https://t.co/s5fL6iWDAf	neutral
Lelaki memahami girl Google memahami girl https://t.co/b33WY6KYar	neutral
Oleh itu kami memperkenal skim khas bagi membanti pengedar dalam usaha menaik taraf kepada premis baharu	positive
Was-was Pengusaha Batu Bara Menghadapi Pengurangan Emisi https://t.co/1bYUHqbU2O	neutral
Keputusan PAS untuk bertanding di Permatang Pauh amatlah dikesali	negative
Kerajaan juga memperuntukkan subsidi kesihatan yang tinggi setiap tahun	positive
Kerajaan mewujudkan pusat perkhidmatan ini untuk menjadi penghubung antara agensi kerajaan dengan rakyat di peringkat akar umbi supaya kita dapat membantu mereka menyelesaikan masalah yang dihadapi	positive
kelantan	negative
Tetapi apabila kita tubuhkan Malaysia, kita tidak menganggap Sabah dan Sarawak sebagai (rakan setara) tetapi seperti negeri yang sama taraf dengan Perlis, Kedah, Kelantan dan lain-lain	negative
Sudah sampai masanya kita lupakan persengketaan, perbalahan dan permasalahan antara kita serta perlu berjiwa besar	positive
Dengan telah dilakukannya koordinasi tersebut diharapkan rencana maupun persoalan terkait kawasan hutan di Kota Bat https://t.co/hhz3b5PObf	neutral
@heoymieng01 @McDonalds @McDMalaysia aloo i ada beberapa do you want?	neutral
menggunakan kebijaksanaan masing-masing dalam membuat pilihan	positive
Isu ini berlegar setiap kali tiba musim pilihan raya sejak dahulu lagi. Walaupun kebenaran berita ini boleh diragui, namun ia mampu mencetus kebimbangan seterusnya menjejaskan kredibiliti sistem pilihan raya secara keseluruhannya.	negative
Sebab itu semakan perlu dibuat dan menjadi tanggungjawab kepada pengundi itu sendiri bagi memudahkan semasa hari pengundian	positive
@SaifulEnver saya ok je awak	positive
@acap_munez Nnt ada yg bising knp bagi bersasar... lepas tu Kerajaan berbincang lagi... Hahahaha	negative
Ia dapat dilihat berdasarkan kepada sambutan orang ramai terhadap perancangan pembangunan di kawasan penempatan mereka dan ia jelas menunjukkan apa juga yang telah dilaksanakan sebelum ini diterima.	positive
@shaniadibella WAKAKAKAKKAKAKKA TERSEDAK KEROL AMENG. CIAN DIA	neutral
Membe kat sebelah je, siap nak kena campak gitu	negative
@Sataanize biasa nic di subang	neutral
Amanah tidak bermasalah dengan Pas sebaliknya dengan hati terbuka telah mengajak parti Islam tersebut untuk bersama dengan Pakatan Harapan (Harapan) menyelamatkan negara	positive
Syarat kelayakan jadi MB Kedah: Tak minat janda (hanya minat hutan dara) Tak minat gadis rewang Boleh memesongkan haluan sungai Kenal jenis pokok balak Pandai cosplay Syarat kelebihan: Kena punyai kenderaan yg boleh digunakan survey kawasan balak	negative
Peningkatan ini disokong sebahagiannya daripada pemulihan harga minyak mentah dunia	positive
beberapa calon gabungan parti pembangkang hilang kelayakan bertanding	negative
@twtmalaywedding Nak kejor loan kerajaan ke.	negative
itulah yang menjadi harapan masyarakat Islam di negara ini.	positive
Jika kita bersama (bersatu), maka Allah SWT bersama kita, tapi kita tidak bersatu	positive
Pengiktirafan Amerika Syarikat adalah bukti bahawa kita berada di landasan yang betul	positive
Pulak.!! Nampak macam hebat sangat PH Selangor ne, Puak PH le yang melalak nak kan sangat Parlimen dibuka. Kenapa https://t.co/h7jgketBfu	negative
Sembuh juga perlu waktu,sabar sedikit,hatimu bukan batu.	positive
Bary taw. Selama ni tmpt aku buang duit syiling je kau beli mcD. Nowadays beli self service mmg ku genapkan sbb xna https://t.co/elmHCuuvcf	neutral
@gulaaaaaaa tulah draft pon kene baca	neutral
@halduniawiii Sapiens yuval noah ke ? Berbaloi jugak tu. Beli je, baca nanti boleh. Haha.	positive
@Amsyarnaif Eh jale gombak ko?	neutral
Kita boleh berbeza dalam politik, tetapi jangan halang pemimpin masyarakat (untuk menganjurkan majlis seumpama itu)	negative
Serdang dan Penang tu dah boleh bina hospital kedua. Mungkin hospital kedua itu pun penuh. Di Penang, tanah untuk hospital swasta banyak, takkan satu itu tidak boleh untuk hospital kerajaan ?	negative
Jika kebolehan PTD boleh diukur berdasarkan pencapaian akademik mereka, bolehkah kami mengguna cara pengukuran yang sama untuk menilai kebolehan menteri besar Kedah?	negative
Kawasan terbabit dijaga oleh tentera, polis dan Jabatan Sukarelawan Malaysia (RELA), namun kami diberi kepercayaan oleh kerajaan bagi membantu mereka di sana	positive
Malu la ngan DAP woii.. celaka punya PAS https://t.co/x8Im3GLU9N	negative
saya tidak menganggap kecil dan remeh kenyataan ini tetapi akan membawa suatu perubahan besar dalam membangunkan imej Islam moden selari dengan nilai keilmuannya di negara ini jika kedua-dua menteri ini berani	positive
pembangkang pun akan dilindungi daripada menjadi mangsa berita palsu	positive
Beliau sudah kehabisan elemen kejutan. Sejak hari pertama bermulanya kempen pilihan raya, beliau sudah gagal seperti isu pesawat yang kononnya disabotaj dan cubaan membunuhnya	negative
Sabah ni ada kerajaan ka teda ni. SOP masi blum ada, yg mengumum boleh dine in pn mayor DBKK n pembangkang. at leas https://t.co/N2sHyw4m2w	negative
Kita akui selain rawatan sedia ada, rawatan Islam secara spiritual dapat membantu penagih pulih sepenuhnya	positive
jaminan bahawa proses pilihan raya yang kendalikan oleh badan berkenaan adalah bersih, telus dan bebas daripada sebarang penipuan dan penyelewengan.	positive
Calon-calon wanita terdiri daripada pelbagai latar belakang, mempunyai kelayakan akademik yang bukan calang-calang, dengan ada di antara mereka bekerjaya sebagai peguam, doktor, bekas guru dan memegang jawatan utama dalam parti yang diwakili.	positive
Kami tidak membayar jumlah penuh pun yang dicadangkan oleh HSS Integrated Sdn Bhd, yang mana juga terlibat dengan projek ECRL	positive
"""Kerajaan persekutuan hari ini mengumumkan 5 negeri (Perlis, Kelantan, Terengganu, Pahang &amp; Perak) telah capai keti https://t.co/ouxzs7R3X6"	neutral
Pembangkang macam ni dok buat syok tunggang isu. Kalau nak tunggang pun, bantu la rakyat tempat hang angkat bendera tu. Aihhhh	negative
Hmmmm kalaulah kerajaan bahagikan vaksin utk kawasan yg paling terjebak atau paling senang kena COVID-19 dulu mcm K https://t.co/RIgGecx0ij	negative
@afqaslm Joe flizzow jaga lah subang . Tak berani masuk	neutral
Orang yang buat cara macam ini mungkin kurang siumanlah	negative
selepas dibanjiri tajuk-tajuk berita yang negatif sepanjang sudah sampai masanya syarikat-syarikat ini duduk dan dengar	negative
tujuh negara sudah bersetuju untuk menghantar wakil sebagai pemerhati pada PRU14	positive
Rakyat Malaysia berulang kali dalam pilihan raya telah membuktikan kemampuan memilih dengan bijak.	negative
SEJIWA sudah mula! Saya akan memberi sumbangan FoodBank kepada 1,000 keluarga Muar dengan keperluan asas. Beras, telur, teh, biskut, kicap, mee, kopi, gula, tepung, susu, sardin. Selagi boleh bantu, saya bantu. #SEJIWA https://t.co/4El4Nahrlj	positive
menjelaskan antara risiko terpaksa dihadapi pasukan adalah berkenaan persembahan muka baharu yang ditandatangani sama ada lebih baik berbanding pemain lama.	negative
Projek tambak laut ni projek gagal dari semua segi. Environment dan hidupan laut semua hancur, tourism hancur sebab kawasan tepi laut hodoh, gerai/kedai semua tutup nelayan semua susah, trafik makin teruk, Negeri makin buruk. Projek besar DAP di Pulau Pinang gagal. Penang Tunnel	negative
Ini tiga formula yang harus ada pada pemimpin Umno/BN walaupun kita diasak dari pelbagai sudut, Insya-ALLAH Kedah akan terus berjaya tak kira bila pun parlimen dibubarkan minggu depan atau bulan depan.	positive
Pelajar perlu rebut peluang ada dan NGO Antarabangsa akan mempertimbangkan menaja mereka yang berjaya	positive
Aduan itu tak pernah sampai kepada pejabat Bersatu, mereka hanya adu pada ROS	negative
Akibatnya, DAP memperoleh kejayaan yang besar manakala MCA dan Gerakan mengalami kekalahan yang paling teruk dalam sejarah	negative
Dr Mahathir tidak peduli orang di sini. 	negative
Nanti lah.. Nak khabar ngan member di Bintulu. https://t.co/j6IuxRx6JD	neutral
Difahamkan BN nak gubal undang-undang dalam sidang parlimen bulan depan ini bagi mengekang berita palsu	positive
Kalau kita lihat orang terdahulu, nak kita hidup aman bersama-sama.	positive
KM, DAP dan PN Pongpang KM buat hal lagi. Pongpang DAP sibuk bekap peneroka musang king hutan Raub ... Pongpang https://t.co/2hcah76XwE	negative
Pas + umno= double special punya bodoh	negative
Line celcom dkt rembau nii mcm anjirr ye. Slow nk mampuihhh @Celcom .	negative
@aasrymuhammad @HusnaBahrudin @cilamasda Hahaha dengan persetujuan Cila, aku sahut	neutral
WKWKWKWKWKWK itu kepegang ya kan https://t.co/JqUesAO9BN	positive
Skechers buat sales (campak phone)	negative
@BenFaridAzhar @Biskuart Jijik taw	negative
Matlamat pelaksanaan transaksi tol secara elektronik sepenuhnya yang lebih pantas dan mudah sukar dicapai sekiranya masih terdapat sesetengah pengguna lebuh raya masih mahu mencetak resit tol bagi perjalanan mereka.	positive
Setiap kali musim perayaan, banyak lebuh raya sesak kerana lorong sedia ada tidak mampu menampung jumlah kenderaan yang bertambah	negative
Pengundi juga perlu memilih parti yang mempunyai rekod pencapaian cemerlang	positive
Ramai betul triggered, bodo bodo tu bukan yg bodoh tu la bodoh. Dia cuma jangan acah2 good dalam semua perkara. Ada https://t.co/tRQTtgyOuS	negative
Sebagai antara negara yang lebih membangun, Malaysia boleh memainkan peranan penting dengan berkongsi pengalaman dan kemahirannya dalam membangunkan kawasan luar bandar.	positive
sendiri gagal menghadiri sesi ceramah dan penjelasan yang diadakan walaupun dibuat secara terbuka untuk sesiapa sahaja yang mahu menyertainya.	negative
Penat mental. Penat emosi. Sekian.	negative
Saya dapat rasakan perasaannya seperti apa yang saya rasai semasa berumur 11 tahun untuk memahami apa yang sedang berlaku	positive
Kami harus bersifat telus. Mana-mana sumbangan politik akan memberi isyarat dan mesej yang jelas tak ada apa yang perlu kita sorokkan dan bukan perkara baru sebab ia diamalkan di negara maju.	positive
ika calon-calon bermasalah dipilih, parti terpaksa berhadapan dengan pelbagai serangan	negative
Kita hadkan 5,000 (unit) saham setiap individu supaya masyarakat India ini dapat pembelaan sewajarnya	positive
The bera scum still think multi yera bera noa waya	negative
Raja Bongsu ialah Sultan Abdullah Ma'ayat Shah, Sultan Johor ke-7 yang juga dikenali sebagai Raja Seberang atau Yang Dipertuan Hilir.	neutral
barometer kepercayaan edelman iaitu tinjauan tahunan ke- mendapati peratus daripada responden british bimbang syarikat-syarikat media sosial tidak dikawal selia secukupnya peratus bersetuju syarikat terbabit tidak berusaha sepenuhnya bagi mencegah pembulian dan peratus merasakan tidak banyak tindakan diambil untuk menghalang aktiviti haram mahupun tidak beretika dalam jaringan media sosial	negative
Zzeeeeeebbbrrraaaaaaaa @ Bukit Panjang, Singapore https://t.co/hSlq3BJjkL	neutral
"Politicians patut kata ""sEkaRanG BuKaN MaSa uTk bErPoliTik"" sejak kes 0 lagi, disebab taksub politik kat sabah tu j https://t.co/Pqey185fWf"	negative
Orang yang mengambil ketum mereka tak mengantuk macam orang yang ambil metadon	positive
Program sedia ada akan kami teruskan melalui peruntukan kerajaan tetapi pada masa sama di bawah komersial atau pihak pemberi perkhidmatan, mereka harus memperluaskan rangkaian atau capaian Internet kerana hasrat pihak kerajaan adalah untuk merapatkan jurang digital	positive
Jaga jaga. Aku nak comeback berlari balik ni.	neutral
Satu sebab ialah pelaku percaya kanak-kanak bebas daripada penyakit jangkitan kelamin, terutamanya HIV dan AIDS.	negative
Dan tentu sahaja pihak Peguam Negara juga akan mengambil tindakan undang-undang.	positive
jadi pencadang, penyokong, penaja calon bebas atau pembangkang akan dipecat	negative
Haha mari berpikir positif postingan first belum lewat tl Ig papo	positive
Jangan terlalu ikutkan perbuatan netizen	negative
Projek ini akan memberi manfaat kepada generasi kedua FELCRA yang terbabit, sekali gus memberi peluang kepada mereka memiliki rumah sendiri	positive
Kerajaan gagal bukti kenapa tak boleh ambil sedara mara kite je kerja dekat atas atas. Or yang pakai cable kan. Maybe je kan	negative
Kawasan rumah aku. Ada sorang hamba tuhan dah meninggal 3 hari. Jiran baru sedar. Sbb bau busuk.. tegur la jiran sama eh.. time2 pkp nie	negative
Itu tidak adil	negative
Jumlah ini mewakili semua penyedia perkhidmatan ‘e-hailing’ bukan sahaja Uber dan Grab tetapi semua syarikat tempatan,	positive
@norismarisyhal @norarakis Awak tunggu ketupat sotong saya esok ya https://t.co/YM02Jvy9Lp	neutral
Ini bermakna lebih baik, cuma jadi buruk apabila pergi ceramah pembangkang dengar kata mereka, kita sihat boleh jadi demam	negative
Saya mengesyorkan supaya teknologi CMA ini digunapakai secara meluas di seluruh negara dan menawarkan daerah Bagan Datuk sebagai daerah pertama menggunakan CMA secara berskala besar walaupun daerah Segamat menjadi projek perintis	positive
@rafzanfazren Bertuahnya you sis	positive
KR1M 2.0, Insya-ALLAH kekal dengan barang-barang yang boleh kita uruskan terus dari pengeluar, akan kita bincangkan agar harga di bawah pasaran dapat diteruskan	positive
walaupun asean telah menubuhkan pengintegrasiannya sebagai sebuah komuniti yang mesra rakyat ia hanya kata-kata sahaja kerana masih belum ada identiti asean sebenar	negative
@Jinggaviolet3 dasar JACKAL... Islam hanya di kerongkongan saja.. mulutnya (via jempol) semburkan kebohongan dusta tiada henti..	negative
Ada parti sengaja lewat berbuat demikian kerana strategi.	negative
malah ada yang menyatakan kemungkinan tindakan atau tindak balas  perdagangan, termasuk merujukkanya ke Pertubuhan Perdagangan Dunia, bagi  menghalang EU daripada melaksanakan larangan minyak sawit untuk biofuel	positive
Sama juga dengan isu pengacau, memang kita lawan Umno sejak dulu lagi	positive
Sungai Kelantan lagi best ada Air Teh...	negative
Kami kini sedang mengisi kekosongan yang sedia ada	negative
Dah terbiasa lepaskn tanggungjawab pada cikgu2 dan sekolah. Sekali kene jaga anak sendiri baru tau. Huru hara dunia https://t.co/FcFiWxDnEW	positive
Mereka memuji komitmen dan kesungguhan yang ditunjukkan keempat-empat isterinya kerana sanggup bersengkang mata menyiapkan markas serta memasang bendera parti demi menunjukkan sokongan serta semangat mereka kepada parti.	positive
"""Mengapa perlu saya cemburu dengan Selangor? Saya ada 4 stadium, awak tiada satu pun."" - TMJ @HRHJohorII @selangorfc @OfficialJohor @Selangorfans2 https://t.co/PBrqqjccdL"	neutral
Ketika ini memang tiada tindakan lagi, sebab kita dapati mereka yang berusia 16 tahun tidak ramai menunggang motosikal berkuasa tinggi.	positive
Just posted a photo @ Jalan Jenuang, Air Molek, Melaka https://t.co/SujzXg0UPA	neutral
Tapi sekarang setelah pokok ditebang dan ditanam semula, setiap peneroka dibayar RM1,300 sebulan pinjaman sara hidup.	positive
sudah menjelajah seluruh negara untuk memberi ce­ramah dan penjelasan berhubung perkara 1MDB, selain membuat pelbagai kenyataan media bagi menjelaskan isu berbangkit.	negative
Semoga dengan adanya aset-aset baharu ini, PGU mampu menggalas tanggungjawab yang lebih besar dan memainkan peranan sebagai sebuah unit kepolisan udara bertaraf dunia.	positive
Berdasarkan nisbah keseluruhan murid, ia masih terkawal dan segala tindakan yang dilakukan termasuk mewujudkan Pegawai Perhubungan Sekolah (PPS) hanyalah untuk memperbaiki keadaan	positive
Baru je search up nama entah makhluk kerajaan mana tah yang perasan diri dia dan kerajaan dia diiktiraf orang. Oh a https://t.co/7CvG9OEJom	negative
Tambah Ahli Parlimen Langkawi itu, kerajaan hari ini sepatutnya bijak menangani masalah Covid-19 dengan mengenal pa https://t.co/ZLy0qIlMSa	positive
Tahun ini juga, kita akan melaksanakan Bajet 2018, iaitu bajet yang bersifat inklusif untuk semua orang di mana semua orang dapat merasainya termasuk penjawat awam	positive
@zoulyazix @MusytaqAshari Apehal pulak mamat ni?? Haha.. kalau xsetuju..xperlu plot twist lagu tu.. ni terlebih hor https://t.co/YSydcg7J9M	negative
Alhamdulillah kes berkurang. Bulan depan kes di selangor drop pegi 0. Aminn	positive
Justeru, tiada sebarang pemindahan bon atau dana seumpamanya kepada mana-mana syarikat, pihak atau individu seperti yang dinyatakan di atas berlaku seperti yang didakwa	positive
Yg nak beli mellow cookies dgn Mellowcrunch boleh wsagent perak https://t.co/jriXsGyRvV	neutral
Ini hanya menunjukkan suasana terdesak.	negative
Bukti PAS ni tak tahu mende adalah bila dia anggap liberal dan komunis ada pemahaman politik yang sama	negative
berjanji untuk menyelesaikan isu royalti minyak, yang mana akan memberi Kelantan dana secukupnya untuk membangunkan infrastruktur.	positive
Menyalahkan beberapa insiden malang dan mengambil langkah moratorium yang drastik untuk menghalang orang lain daripada mencari pekerjaan di Malaysia nampaknya bukan penyelesaian yang ideal	negative
Ramai graduan muda hari ini bekerja dalam bidang tidak sesuai dengan kelulusan, aspirasi dan gaji mereka	negative
Lain macam perasaan dok msg dengan pengetua UKM ni Macam tanya report kad anak.	positive
Kalaulah masih mengharapkan Tun Dr Mahathir, Kit Siang atau Anwar, masa depan Malaysia sudah tentu tidak menjanjikan apa-apa !	negative
Pada saya, isu-isu yang dipolitikkan ini tidak lagi berbangkit dan tidak perlu dipanjangkan kerana perdana menteri sudah memberi penjelasan yang tepat mengenainya	positive
Maka keghairahannya merayu sumbangan orang ramai bagi dana politik PRU-14 dan menggambarkan dirinya orang biasa dan bukan kaya, adalah perbuatan membodohkan rakyat. 	negative
Hari ni YB Razi (ADUN Sg Lui) bersama Sdr Kamal (Ketua Pemuda Umno Jelebu) dan Skt Umno Bhg Jelebu turun sampaikan smbgn yg sama kpd 10 keluarga terjejas di Felda Lui Selatan 2. Biar saya x dapat hadir x apa, yg penting setiap sumbangan itu wajib sampai ke tangan penerima. https://t.co/qNqFi277hz	positive
Polis akan memberi fokus kepada kawasan yang dijangka ada pertandingan sengit pada PRU14 ini demi menjaga ketenteraman awam	positive
Saya lihat Datuk Seri Najib, Perdana Menteri yang sangat peka dengan isu wanita	positive
pemimpin pembangkang datuk seri anwar ibrahim dalam satu ceramah blackout di kelana jaya ketika itu turut membuat tuduhan yang sama dengan mengatakan sebanyak peratus rakyat malaysia campur rakyat bangladesh campur rakyat filipina campur rakyat indonesia	negative
Bismillah, july. Semoga....... Kerajaan: Selangor &amp; kl PKPD Byebye july.	positive
Saya sarankan kerajaan negeri melantik lebih ramai duta pelancongan dalam kalangan ahli korporat, selebriti dan artis untuk dijadikan ikon	positive
Selagi nazri aziz dicalonkan aku haramkan keluarga aku undi umno tak kira kawasan mana @tokmatn9	negative
Saya percaya kepada pihak keselamatan untuk menjaga keselamatan dan memastikan perjalanan PRU14 lancar, selamat dan harmoni	positive
Jadi, kita perlu mempertahankan kerusi kita dan memberitahu kepada rakyat wajah sebenar DAP	positive
@AGCPutrajaya dalam hal ini .walau salah mereka.saya tetap marah kerajaan .dulu tak Da macam ni .kerajaan sekarang https://t.co/6aKOabWJAN	negative
@mkini_bm Lepaih ni warga Kedah boleh pi Juru jengok ja tau, beli tak boleh naa..	neutral
Mana-mana dana yang tidak mencapai skor minimum penilaian tahunan, akan digantung dan tidak boleh ditawarkan dalam tempoh berkenaan.”	positive
Mereka-mereka mahukan pemimpin dibawah usia 40 tahun bagi bertindak relevan dengan keadaan politik semasa, termasuklah muka baru yang boleh tampil dengan idea yang lebih bernas dan cergas	positive
Berpakat dengan Harapan pun boleh, tapi dia marah. 	negative
Hahaha yg 3 ekor dalam kerajaan tu pon tak nampak mcm nak bawak pemerintah islam la nyah. Ko rasa kalau pas jadi kerajaan pusat mmg akan bawa pemerintahan islam ke? Baru tanya pasal hudud hadi mereng kau dh kata bisikan syaitan	negative
kerajaan bertanggungjawab dan tidak akan membuat sebarang janji sekiranya tidak mampu melaksanakannya.	positive
@CikguRahayu @amirxabdhadi Jangan ragu ayuh bersatu! Yakinlah Rakyat Pasti Menang!	positive
Terdapat pelbagai parti politik komponen  BN yang menyumbang ke arah apa yang perlu dimasukkan ke dalam  manifesto itu.	positive
@farhannjmi Diorang ni tak reti baca ke apa ? Terang2 pakai vest Press tu	negative
Latihan dan pendedahan (diterima) oleh Wan Saiful dan Maria Chin Abdullah dalam pergerakan sosial akan membolehkan mereka menjadi lebih proaktif dalam menangani isu	positive
Right after kerajaan announced boleh rentas negeri :3 https://t.co/AM5Ro9YgXx	neutral
Sarapan pagi dari Kelantan. Pelbagai makanan seperti nasi kerabu, nasi dagang, nasi berlauk dan juga kuih muih tradisi Kelantan. Untuk maklumat lanjut, hubungi https://t.co/rG83QYfPxq dengan segera! https://t.co/mHe2YYNMDo	neutral
Aku craving benda manis la pulak.	positive
Kegiatan dan perlombongan telah memberi kesan kepada kehidupan penduduk, malah mereka hidup di dalam debu.	negative
IMUNISASI COVID-19 | Pesawat Raya Airways TH 384, yang membawa satu juta vaksin Pfizer-BioNTech sumbangan kerajaan https://t.co/4gtWfooc9y	positive
Pengundi dari kawasan-kawasan itu perlu membeli tiket dan memohon cuti supaya boleh pulang dan mengundi	positive
semangat yang kita perlukan. run luqman, run!	positive
Eh dia pakai teropong ke tu??? #alltogethernow	positive
Ini beza penyokong PAS dan parti2 lain. Penyokong pembangkang akan bantai their leaders if they did wrong. Salah is salah. UMNO dulu macam itu tapi skrg penyokong dia mulai belajar after GE14. PAS kekal bodoh. One lie leads to another lie. Jilatlah sampai ke syurga. https://t.co/9dR4vhCIxV	negative
Kempen PRN tahun lepas @MuhyiddinYassin kata rakyat Sabah kena tukar kerajaan Warisan sebab nanti Sabah tertinggal https://t.co/sU7U6cUVaH	negative
Saya merujuk kepada situasi di mana saya mengatakan terlalu banyak gelaran Tan Sri dikurniakan, yang akan mengurangkan rasa hormat terhadap darjat itu	negative
Alhamdulillah.. Thanks Buyer COD.. #yeoppyspareparts #yeoppynoshare #jdmmaniac @ JDM Maniac https://t.co/IVz8xUdYVN	positive
Saya ucapkan syabas dan tahniah atas tindakan segera yang mereka lakukan	positive
@NikYahya2 @501Awani Di kelantan yb tak cakap sangat ttg politik dah..mereka sibuk beli tanah kumpul harta. Musim menuai	negative
Sulawesi Tenggara Diminta Perkuat Program Kolaborasi Agar Sektor ParekrafMaju https://t.co/y0iakJ4FNM	positive
Setiap kali saya tonjolkan isu itu, plastik lah penyelesaiannya	positive
Ini kerana Malaysia mempunyai kelebihan kompetitif khusus dari segi sumber alam semula jadi dan teknologi pembuatan kepintaran, yang boleh digunakan dalam bidang ini untuk meningkatkan lagi daya saing produk	positive
NKRI Harga Mati!! Restorasi Indonesia https://t.co/26LLAfbBNC	negative
Di Selangor terdapat ‘kelawar-kelawar politik’ berkeliaran hanya bila tiba musim buah.	negative
@sadgirlnisa ada berkait mcm ni ke? ke pasal Big Bro yg melawat Sabah? https://t.co/ZsFbrTlc90	neutral
Saya sangat marah pada Dr Mahathir Mohamad atas apa dia buat terhadap Anwar,	negative
Lagi tular gambar pemimpin politik langgar prosedur operasi standard (SOP) Perintah Kawalan Pergerakan (PKP), kali https://t.co/5fQQZWDee4	negative
Setiap kelompok samada yang mempertahankan LGBT atau yang membantah ditambah lagi yang bermotifkan politik dengan sifat 'cuba, test, try' jelas terkelihatan pada hemat saya menduga antara satu sama lain tanpa memikirkan natijah tingkah mereka.	negative
Matlamat perjuangan mereka (Bersatu) tidak sehaluan	negative
tapi di kawasan bandar kadar kenaikan hanya satu peratus	positive
@Bdrlrosli Mengapa, tangan kau lepaskan	neutral
CRCC juga komited terhadap apa juga projek semasa atau masa depan mengikut jadual dan anggaran yang dipersetujui	positive
Kesedaran dan pelaporan orang awam melalui saluran yang sedia ada boleh mencegah kejadian ini daripada berulang serta keselamatan dan nyawa seorang kanak-kanak yang mempunyai masa depan tidak disia-siakan melalui perbuatan yang tidak bertanggungjawab	positive
Puncak Terubong https://t.co/Jr64nLEV16	neutral
@twlvysbuxx_ jelinya dicampur batu aja biar keras	neutral
Kerajaan Malaysia dan Kelantan ni bila ja yang tak babi haram jadah	negative
@taruchwi kerajaan dari sini jauh, kan? kota mycin. logis kalau anda diikuti oleh raja. tapi aku nggak nyangka ter https://t.co/hYNlJrKHNk	negative
media sosial digemparkan dengan berita diculik oleh seorang lelaki menyamar sebagai bapanya	negative
@sy4tulaina aku asyik tido lambat bangun awal jadi tak betul dah otak	negative
Tindakan OKS ini seolah-olah tidak menghormati 2 pemimpin negara dan boleh memberi imej buruk kepada mereka	negative
@RachlanNashidik SBY akan dikenang sebagai korban politik buzzer. Ha ha ha ha... Secara ga langsung mengakui bahwa https://t.co/ExtYeAT8mU	negative
@MegatIzzu Ehh takkannnlahhhhh salahhhh	positive
Jabatan Keselamatan dan Kesihatan Pekerjaan (JKKP) Perak menyita tapak pembinaan kilang pembuatan sarung tangan di https://t.co/GgZsLlSXWj	positive
@Adwinswidanta @PenerangHARAPAN Terbaik la kerajaan Kelantan Jeles lak aku tengok korang senang2 dapat air teh o f https://t.co/elFd47TMPd	negative
Suatu ketika rakyat Malaysia dikejutkan dengan kontrak pelantikan Apco Worldwide sebanyak hampir RM77 juta setahun yang hanya terdedah apabila diasak oleh Datuk Seri Anwar Ibrahim, bekas Ketua Pembangkang di Parlimen	negative
Orang utara untung kalau duduk kedah sebab sini harga dia half price dari tu untuk root canal. Untung kat jimat dui https://t.co/rXeXYWgIJL	positive
Lawan je kerajaan bodoh ni @MuhyiddinYassin	negative
@MarcoNegeri Simpan buat main liga penalti lah	negative
Bagi MNC, apabila mereka datang sini, mereka masih menganggap Malaysia sebagai kondusif untuk perniagaan	positive
@djlinsuriacinta Aduh kak. Lapar terus ni. Da la sakit hati dgn UMNO nak buat comeback pagi pagi buta. Akak pulak buat daging masak kicap	negative
Nak undi pemude lah..	negative
Orang nampak aku kuat tapi tak pon. Letih hari hari kena cocok ambik darah.	negative
Orang ramai dinasihatkan agar sentiasa waspada serta berhati-hati dan menyemak kesahihan tawaran-tawaran seperti ini dengan menghubungi pihak kementerian atau jabatan berkaitan melalui saluran komunikasi rasmi	positive
Kalau nak dibandingkan dengan PRU yang lepas, kali ini jauh lebih bersedia untuk kita menghadapi PRU-14	positive
@e33ati Kannn kang jawab kl pun kena halau kelantan pun kena halau pastu benda sesimple dari ig ni bawa ke twitter wtf	negative
Oleh itu, pada masa depan, kita perlu lebih banyak melibatkan diri dengan mereka	positive
